"","CID3921","CID45171","CID4066","CID4465","CID4495","CID44971","CID44991","CID4513","CID4515","CID4523","CID3963","CID4461","CID4463","CID4471","CID4530N","CID4535","CID3941","CID3948","CID4067","CID4290A"
"PTPN3",320,215,127,4,14,31,288,0,288,119,23,4,22,30,197,339,8,17,124,292
"PALM2",28,7,5,2,7,1,43,1,43,2,2,0,0,2,9,2,0,0,1,15
"PALM2-AKAP2",14,1,0,0,2,0,15,0,4,0,1,0,0,0,0,0,0,0,0,1
"AKAP2",11,0,1,0,7,1,4,176,29,0,5,0,3,2,1,1,0,0,0,4
"C9orf152",530,397,411,1,6,61,1307,0,16,315,2,3,176,31,641,543,23,36,581,492
"TXN",12426,32075,12416,472,6626,14820,20591,20312,22913,18989,3150,1671,8446,1199,9352,20626,794,1561,9824,7637
"SVEP1",0,0,0,0,2,3,0,8,3,2,2,0,1,3,7,3,0,0,1,0
"LPAR1",5,1,58,5,6,1,5,510,35,10,1,0,35,8,3,124,0,16,69,30
"RP11-202G18.1",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
"KIAA0368",372,270,303,6,222,618,896,481,413,181,66,6,184,74,382,611,28,52,400,489
"ZNF483",4,5,5,1,10,11,6,3,17,11,6,1,27,9,28,116,2,5,14,46
"PTGR1",676,1434,507,4,116,956,1768,3268,664,1699,166,25,809,127,750,3400,39,74,290,446
"DNAJC25",94,330,144,2,28,60,181,130,680,231,23,10,101,16,621,950,7,28,111,143
"DNAJC25-GNG10",114,0,335,0,117,255,273,576,7,2,91,0,134,29,0,4,37,88,353,434
"GNG10",356,4,1078,1,328,548,1007,2024,54,60,215,6,400,109,26,62,99,280,1061,1602
"C9orf84",3,2,1,0,0,0,1,2,0,27,8,0,0,0,0,1,0,0,10,5
"UGCG",579,302,872,7,51,516,1059,1048,366,750,129,49,864,143,1065,16050,116,190,779,1641
"SUSD1",17,32,13,0,4,13,38,40,40,24,7,1,8,4,17,88,1,1,36,33
"PTBP3",999,1017,507,18,230,899,1529,420,2377,724,114,19,311,69,623,2388,30,66,786,950
"HSDL2",317,554,350,10,75,578,1455,587,651,513,41,12,486,162,680,2161,36,75,369,657
"C9orf147",17,12,5,1,15,22,29,13,10,4,2,1,7,0,9,13,1,0,24,29
"KIAA1958",42,128,94,1,26,153,330,9,71,72,9,0,53,0,197,435,5,13,97,129
"INIP",205,326,236,26,133,493,1087,356,688,322,39,21,185,81,611,1218,17,46,294,391
"RP11-276E15.4",0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,4,0,0,3,0
"SNX30",78,80,55,0,4,34,137,27,99,21,8,3,11,6,126,88,1,4,86,167
"SLC46A2",2,0,2,0,0,0,4,0,0,0,0,0,0,1,8,0,0,0,7,2
"RP11-408O19.5",3,3,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,0,1,1
"ZNF883",32,23,110,0,31,894,49,96,77,29,0,9,12,0,51,2,3,0,2,94
"ZFP37",1,4,14,0,2,39,75,49,13,5,0,0,10,6,27,4,4,2,32,39
"SLC31A2",102,202,54,2,26,122,517,244,457,68,31,3,358,7,412,384,15,78,615,472
"FKBP15",112,161,90,3,63,202,373,318,303,165,18,1,99,39,168,435,4,16,127,222
"SLC31A1",351,360,245,13,166,714,1439,614,699,426,40,14,272,58,415,517,16,35,233,392
"CDC26",572,721,779,44,280,893,1113,1490,1892,1211,201,58,398,94,1146,1663,85,165,762,1077
"PRPF4",213,227,237,6,152,515,797,505,825,460,22,16,175,83,298,780,27,31,143,382
"RNF183",30,2,39,2,0,5,7,0,46,174,3,0,5,28,4,6,18,0,4,85
"WDR31",63,69,24,1,21,55,173,45,44,47,7,1,77,5,91,195,11,9,64,117
"BSPRY",793,853,601,10,418,349,2891,0,1992,464,54,17,195,72,956,1377,15,29,489,626
"HDHD3",500,647,998,8,217,735,1455,273,726,645,221,13,340,69,476,1254,38,134,817,1256
"ALAD",144,269,343,1,39,246,368,302,441,186,16,14,190,52,346,614,22,38,319,547
"POLE3",489,791,576,22,532,876,1775,908,1723,717,112,15,362,106,669,1951,69,81,409,604
"C9orf43",7,17,5,0,8,13,23,10,13,10,3,0,9,2,22,62,0,3,21,12
"RGS3",200,59,144,3,104,154,578,2654,196,48,44,5,87,40,91,164,4,16,155,361
"RP11-18B16.2",2,1,5,0,0,0,18,10,0,0,0,0,1,9,5,2,0,0,0,21
"ZNF618",9,33,78,3,107,211,295,250,416,39,27,0,86,52,263,507,5,27,107,200
"AMBP",6,0,117,0,0,1,19,56,1,0,3,34,126,15,2,11,0,1,2,27
"KIF12",37,10,101,0,177,32,149,1,12,2,8,30,908,191,422,2434,29,113,761,561
"COL27A1",4,1,46,1,901,595,21,587,158,2,41,2,31,50,42,76,4,18,92,364
"ORM1",8,82,1,0,3,2,213,1,1,153,68,0,0,3,0,0,6,0,22,34
"ORM2",8,43,4,0,4,12,71,0,1,71,32,0,0,0,0,1,2,0,14,20
"AKNA",37,91,17,0,114,68,135,86,84,21,15,3,5,13,147,79,3,3,90,120
"RP11-9M16.2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1
"DFNB31",105,165,58,0,160,40,332,70,38,17,62,11,68,45,198,601,25,49,223,385
"ATP6V1G1",8657,6645,9706,125,6531,8273,20099,4066,6967,7175,1737,530,7511,1220,18153,39426,660,1966,10355,14166
"C9orf91",150,172,157,3,231,62,404,96,37,32,25,3,56,36,450,319,10,23,188,435
"TNFSF15",9,4,86,0,33,85,20,13,29,3,24,0,2,4,1,24,1,0,7,82
"TNFSF8",0,2,1,0,8,13,1,2,5,0,0,1,1,1,0,6,0,1,0,1
"TNC",566,4,495,23,185,45,275,1301,916,186,52,2,27,68,6,5,7,0,58,527
"DEC1",0,1,1,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,1,1
"PAPPA",0,2,0,0,0,12,7,741,30,82,0,0,0,3,9,16,0,0,0,10
"ASTN2",28,38,54,0,8,40,125,117,22,22,5,1,36,10,243,146,8,16,16,163
"RP11-67K19.3",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2
"TRIM32",48,89,91,1,13,99,86,175,130,70,13,4,43,23,71,347,3,12,80,140
"TLR4",0,1,0,0,3,5,0,8,7,1,0,0,0,2,4,5,0,0,0,3
"BRINP1",18,0,4,2,0,8,7,0,1,0,0,0,27,1,0,0,3,0,0,3
"CDK5RAP2",241,243,225,3,138,516,1374,390,690,255,32,1,125,76,336,551,6,19,185,244
"MEGF9",44,125,247,2,15,130,780,172,160,66,15,3,88,51,186,1285,10,34,432,664
"FBXW2",415,447,432,4,175,425,1607,778,1595,415,84,10,171,106,702,728,21,58,417,658
"PSMD5",341,304,266,13,80,308,835,458,648,293,46,16,141,50,422,563,18,32,255,521
"PSMD5-AS1",254,255,235,4,80,509,959,159,476,128,61,11,182,61,319,1687,19,35,161,546
"PHF19",121,23,125,0,118,129,1560,662,2052,506,41,3,41,55,93,197,3,6,37,56
"TRAF1",7,8,5,0,47,14,44,354,36,2,13,0,6,0,81,23,0,2,28,22
"C5",0,10,4,0,4,11,23,30,31,7,1,0,2,4,92,35,4,4,33,47
"CNTRL",45,84,71,3,76,291,348,147,753,77,21,4,41,23,233,371,11,4,84,128
"RAB14",1033,960,1026,37,313,1646,2254,1413,2498,846,152,56,936,237,1754,3232,73,127,906,1514
"GSN",3457,965,1147,34,505,2530,5842,2689,8794,4292,435,38,336,333,892,2127,140,48,269,1520
"RP11-477J21.6",2,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0
"STOM",734,408,1172,31,262,406,906,786,890,3136,229,36,527,84,2930,1405,287,229,947,1291
"DAB2IP",127,78,141,2,19,130,280,101,265,40,9,2,7,13,52,40,2,2,16,107
"TTLL11",16,21,15,0,9,23,57,28,23,10,5,0,1,10,30,21,0,1,12,34
"NDUFA8",1119,2005,903,40,671,2560,2892,1591,2981,2191,188,126,861,166,1988,6788,107,252,721,1039
"LHX6",18,39,5,0,0,79,40,4,68,1,2,2,3,10,10,8,7,1,3,4
"RBM18",501,607,314,15,229,352,1286,524,986,618,44,40,351,85,508,1511,44,113,462,553
"MRRF",494,414,355,6,215,489,679,670,639,358,82,5,249,59,621,1079,41,53,328,534
"PTGS1",3,23,8,1,9,4,24,3,295,207,54,1,3,8,18,41,0,4,1,5
"RP11-542K23.7",0,0,0,0,0,0,1,0,12,2,0,0,0,0,41,16,0,0,0,0
"OR1L8",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"PDCL",210,263,224,6,94,367,419,323,554,311,47,3,129,24,548,1315,9,21,197,276
"RC3H2",205,191,213,5,436,226,475,360,353,192,43,10,89,38,198,428,6,23,173,294
"ZBTB6",68,37,52,2,21,29,67,36,82,54,10,2,35,5,43,130,2,8,69,100
"ZBTB26",44,38,71,0,15,30,60,32,98,18,5,0,14,1,86,154,2,3,66,65
"RABGAP1",230,364,244,2,71,352,511,329,484,185,24,8,122,39,241,439,6,43,240,426
"STRBP",264,432,227,13,198,469,1000,67,1703,347,28,25,164,66,905,1490,14,39,292,587
"DENND1A",55,64,45,0,56,99,220,185,83,91,21,1,26,24,94,111,6,6,101,138
"NEK6",420,1039,364,9,160,228,1364,946,579,192,48,7,198,84,254,35,34,83,227,459
"PSMB7",1604,2861,1074,77,1150,3455,3818,4098,5514,4680,367,171,727,214,2624,12324,66,129,566,960
"ADGRD2",6,26,0,0,0,1,0,0,3,1,0,0,0,1,2,3,0,0,0,0
"NR6A1",61,60,75,1,18,116,146,83,330,65,9,2,69,55,50,49,5,0,7,14
"MIR181A2HG",10,11,16,2,13,197,52,49,45,8,10,1,1,1,0,0,0,0,1,8
"OLFML2A",0,0,3,2,10,6,14,185,149,11,0,0,4,5,11,79,0,0,2,6
"RPL35",18711,30640,17332,328,16466,16327,27190,29177,58645,61066,6381,1047,5796,2909,39432,91263,3371,3685,7679,16834
"ARPC5L",1856,3119,1974,58,1697,3062,7059,3292,5073,3989,547,111,708,257,1770,3220,100,245,956,1650
"GOLGA1",187,169,118,2,43,138,549,259,318,154,17,5,96,28,238,328,5,15,141,244
"SCAI",98,183,166,2,113,314,351,252,162,69,64,1,153,33,165,435,15,28,145,221
"PPP6C",820,595,718,14,278,859,1490,824,1001,771,158,22,668,124,1431,2069,46,144,798,1133
"RABEPK",308,301,312,11,270,569,858,1047,478,323,73,5,292,82,517,1112,48,98,328,517
"HSPA5",4494,1817,3777,473,858,3102,5683,8001,12431,6838,2312,1273,10416,565,6531,14607,311,480,2254,2641
"RP11-65N13.8",7,0,1,0,0,11,18,17,0,0,1,0,10,3,0,1,1,1,5,1
"GAPVD1",227,303,244,7,65,405,434,364,478,264,47,13,185,53,447,1224,10,47,321,499
"MAPKAP1",414,738,218,8,342,644,1309,704,1554,449,42,8,163,65,644,1267,23,43,399,374
"PBX3",229,151,16,2,11,15,599,152,29,50,42,5,179,0,141,79,19,23,224,82
"MVB12B",24,19,53,0,71,70,77,38,18,4,1,0,14,11,54,65,2,14,15,95
"RP11-123K19.1",10,5,38,0,0,12,31,1,12,0,0,2,96,6,227,31,4,10,41,118
"LMX1B",36,31,88,1,0,14,124,0,39,0,0,0,65,42,245,63,9,15,170,129
"ZBTB43",305,318,308,9,75,295,873,355,555,219,78,10,170,60,692,1023,14,65,204,1204
"ZBTB34",21,22,50,1,2,26,36,25,36,22,5,0,8,6,38,72,5,3,40,67
"RALGPS1",46,86,40,0,46,187,421,39,159,28,20,2,67,36,210,376,6,21,116,295
"ANGPTL2",2,1,2,0,5,21,7,150,16,1,0,2,0,1,7,11,0,0,2,3
"GARNL3",11,24,9,1,29,38,50,5,41,3,5,2,14,8,32,122,5,7,20,98
"SLC2A8",199,260,234,4,355,236,1088,126,382,263,51,7,232,57,398,382,15,44,150,321
"ZNF79",23,18,28,0,30,34,89,44,20,15,5,1,20,3,16,78,2,2,16,37
"RPL12",25914,22924,41736,210,79641,64936,51561,61303,122979,66011,9079,178,21264,8600,89846,135050,11354,11031,27615,84246
"LRSAM1",79,118,83,0,89,122,215,86,100,37,36,3,53,18,122,390,8,14,120,130
"FAM129B",754,390,427,5,105,164,892,1446,961,505,120,9,63,34,403,668,14,24,420,519
"STXBP1",104,80,114,0,58,16,749,202,77,22,29,2,37,8,188,223,2,1,67,153
"PTRH1",795,857,430,6,298,304,1580,733,931,251,119,49,385,63,1921,1993,51,133,548,1273
"CFAP157",11,12,19,0,2,6,14,1,5,1,2,8,13,5,138,41,42,3,271,330
"TTC16",1,10,1,0,3,2,4,0,5,1,0,1,3,0,24,3,3,2,14,37
"TOR2A",286,414,252,3,198,223,1157,371,114,269,27,6,182,77,753,827,21,46,254,407
"SH2D3C",2,6,2,0,8,9,45,18,3,2,0,2,1,2,10,14,0,0,3,6
"CDK9",165,307,145,6,117,216,392,242,459,234,30,15,66,29,460,671,12,25,207,292
"FPGS",329,360,274,11,786,697,1409,1230,473,243,107,9,254,82,474,609,39,103,306,556
"ENG",67,98,44,2,26,57,64,1657,215,24,31,6,49,41,495,111,1,7,42,225
"RP11-228B15.4",2,7,1,0,1,1,7,15,17,1,0,2,0,1,5,14,0,0,1,4
"AK1",645,753,441,49,213,344,1875,2177,1786,1648,591,65,262,148,1382,2339,27,76,525,1349
"ST6GALNAC6",59,63,109,1,53,119,131,336,104,28,22,5,24,29,391,422,4,19,104,185
"ST6GALNAC4",101,9,128,3,340,111,286,494,621,131,73,3,86,50,741,690,30,75,19,170
"PIP5KL1",36,24,56,0,18,70,18,57,132,22,8,2,31,24,269,25,0,19,46,120
"DPM2",1255,907,967,28,1201,1330,2202,2121,1367,1183,251,48,574,191,1927,2710,102,133,1333,1343
"FAM102A",271,140,521,1,142,283,630,284,833,65,68,26,277,106,2561,3097,67,234,1100,1620
"RP11-379C10.1",0,0,0,0,0,0,1,0,0,0,0,0,35,0,1,37,1,4,6,0
"NAIF1",46,54,38,3,35,77,142,54,156,79,8,2,22,5,91,165,3,5,45,48
"SLC25A25",252,312,495,1,142,257,772,180,450,115,76,16,473,90,2735,2340,42,191,286,492
"SLC25A25-AS1",17,29,14,1,8,32,18,3,45,8,1,1,1,3,20,76,3,1,18,11
"PTGES2",556,737,710,31,1750,1426,1681,1234,1495,780,192,107,215,118,925,2610,19,34,137,334
"PTGES2-AS1",0,4,8,1,1,2,11,2,30,0,1,0,4,0,10,6,0,1,2,7
"LCN2",3597,160,331,3,115,183,57,0,8555,1984,2,0,27,25,141,2,0,43,71,149
"C9orf16",3351,1240,2836,20,5979,7495,6387,2843,7720,2197,239,41,1213,561,5004,8488,267,547,2571,5966
"CIZ1",190,286,157,7,328,252,804,512,748,242,23,13,82,62,374,637,10,15,144,231
"DNM1",25,7,5,0,234,120,168,461,110,11,3,0,12,5,16,61,0,1,20,6
"GOLGA2",1084,1054,553,2,404,1194,3105,1248,2055,920,96,18,637,275,1259,2614,39,123,688,1533
"SWI5",364,674,651,4,727,661,1754,1641,1721,1284,170,12,579,111,872,2175,41,132,695,927
"TRUB2",281,470,283,11,527,906,812,539,734,501,59,45,331,55,453,2473,20,30,199,394
"COQ4",1037,750,937,6,695,1066,3004,1356,1532,945,193,30,916,194,1206,3885,111,204,773,2075
"SLC27A4",220,163,144,1,70,115,249,249,174,151,8,4,67,26,128,719,4,6,99,215
"URM1",842,863,647,9,788,1201,1311,1562,1883,777,174,19,280,154,750,2491,35,103,303,677
"CERCAM",255,23,547,0,136,123,992,2808,319,6,56,4,158,192,103,582,6,64,80,589
"ODF2",251,242,232,4,346,458,880,413,488,211,45,10,229,102,457,649,33,39,291,757
"GLE1",167,165,111,2,64,166,249,181,316,150,22,5,86,30,305,656,11,24,179,170
"RP11-216B9.6",26,4,7,0,10,11,33,12,8,4,5,3,17,4,10,29,4,4,21,29
"SPTAN1",531,541,357,11,188,698,1857,1389,890,247,97,10,264,211,802,1446,55,68,721,721
"WDR34",1146,1343,1151,29,388,1249,8260,1393,1372,1736,261,47,582,251,1522,3127,70,129,673,1524
"HMGA1P4",9,4,2,1,0,1,3,8,16,5,2,1,4,0,15,43,0,1,6,4
"SET",2407,3757,2756,100,2481,6171,8923,5363,16594,4694,310,84,762,486,4804,8681,180,380,1918,4195
"PKN3",19,83,56,0,13,7,198,8,117,457,0,1,9,10,60,9,10,1,16,37
"ZDHHC12",840,1441,753,15,352,581,2005,1098,2976,2493,225,28,253,101,1751,3507,40,96,694,698
"RP11-545E17.3",67,76,92,3,16,48,375,159,50,408,21,4,37,1,225,382,0,18,86,58
"ZER1",103,89,102,0,36,141,268,89,56,33,24,6,77,36,92,174,12,17,193,234
"TBC1D13",58,100,53,1,27,61,114,90,134,41,11,5,39,10,197,193,1,4,55,64
"ENDOG",103,118,169,2,62,161,357,149,113,294,7,3,46,54,158,219,19,12,98,263
"C9orf114",179,213,210,3,104,218,519,240,408,204,63,9,103,39,469,657,13,21,138,165
"CCBL1",16,20,14,1,10,50,70,83,87,45,4,1,43,11,91,97,0,6,33,66
"LRRC8A",171,199,159,1,23,108,418,463,618,206,43,3,49,58,684,276,15,36,169,487
"PHYHD1",260,5,230,0,2,7,1,7,7,1,0,0,163,139,353,26,51,14,621,1309
"DOLK",116,188,53,5,35,170,319,275,167,178,11,8,120,18,371,764,5,9,55,108
"NUP188",90,95,92,1,23,73,222,129,260,101,14,3,30,11,101,251,9,5,113,104
"SH3GLB2",198,122,541,9,59,147,364,142,318,171,87,65,92,58,547,2342,13,56,353,569
"FAM73B",96,101,127,2,23,71,121,108,137,46,24,3,45,20,213,212,5,11,74,136
"DOLPP1",198,122,109,3,48,131,288,176,212,98,36,16,116,26,290,340,4,16,120,100
"CRAT",140,92,566,0,6,138,1046,1110,133,17,66,2,116,150,1655,205,43,138,751,3114
"PPP2R4",970,744,682,5,270,844,3032,1396,720,367,201,10,347,214,954,1847,72,101,927,1005
"IER5L",322,449,480,7,21,187,431,177,113,138,53,15,104,26,91,430,12,70,284,150
"RP11-247A12.8",1,8,1,0,3,1,11,1,4,2,2,0,6,0,9,0,0,2,4,0
"RP11-247A12.2",0,1,1,0,0,12,5,1,2,2,1,1,0,1,1,6,0,0,0,0
"RP11-344B5.2",4,0,2,0,0,1,1,1,0,0,0,0,0,0,6,1,0,0,0,15
"C9orf106",1,0,4,1,0,0,8,1,9,3,0,3,5,3,12,76,0,1,13,8
"LINC01503",102,54,10,4,53,3,1043,60,90,298,40,0,7,6,20,36,3,10,23,29
"RP11-65J3.3",5,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
"RP11-65J3.14",0,5,2,0,0,1,3,4,7,0,0,0,18,0,2,6,0,0,3,2
"RP11-492E3.51",0,5,0,1,0,0,3,1,18,11,0,1,0,0,1,5,0,0,0,0
"RP11-492E3.2",1,1,1,0,2,4,3,4,4,25,0,0,1,0,6,3,0,2,3,0
"NTMT1",1126,846,792,8,330,1007,2058,1563,1067,1158,186,21,268,112,836,1439,46,151,543,753
"C9orf50",0,0,3,0,0,0,1,1,1,2,0,0,3,1,1,6,0,0,0,7
"ASB6",192,85,117,10,160,375,408,273,359,94,42,4,132,12,124,257,4,29,128,189
"PRRX2",71,0,12,1,0,29,41,1,26,1,0,0,0,0,4,7,0,0,0,93
"PRRX2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"PTGES",506,61,63,1,8,768,70,43,567,180,28,6,283,63,80,259,17,252,846,260
"TOR1B",132,61,156,3,51,268,427,376,249,102,32,1,140,76,273,413,9,41,153,419
"TOR1A",245,433,358,21,184,441,699,1457,882,334,72,25,197,56,866,1299,22,85,242,394
"C9orf78",749,973,693,18,667,1777,2524,1201,2009,920,105,49,492,123,1328,3048,46,96,429,954
"USP20",76,95,107,0,20,104,132,72,75,24,15,1,28,22,91,137,7,10,92,145
"FNBP1",306,738,218,7,287,946,887,343,661,182,87,13,146,36,453,744,12,29,226,409
"GPR107",208,236,126,3,75,275,698,388,277,165,34,2,107,61,308,355,13,17,283,295
"RP11-88G17.6",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"NCS1",61,118,33,0,37,47,211,227,168,64,9,2,2,2,11,21,5,6,17,19
"HMCN2",1,1,0,0,1,0,2,0,13,0,0,0,0,0,2,2,0,0,0,3
"ASS1",1866,332,302,12,2463,1603,4971,1501,2227,671,545,7,1609,521,75,178,57,70,913,2094
"FUBP3",224,392,197,7,42,188,296,279,687,313,33,23,84,27,499,883,9,33,270,438
"EXOSC2",92,207,113,9,136,303,345,290,432,244,22,8,50,25,134,693,10,18,86,144
"ABL1",82,89,115,0,16,101,321,177,129,92,8,6,27,16,172,206,6,8,99,149
"FIBCD1",2,1,5,0,0,0,429,67,4,11,2,1,15,0,1,8,0,0,182,83
"LAMC3",0,0,1,0,0,0,1,4,1,0,0,0,0,0,2,1,0,0,0,0
"AIF1L",90,61,102,10,296,760,1171,5,1496,51,10,7,47,12,10,222,3,13,29,8
"NUP214",165,193,153,0,88,271,568,249,403,158,33,2,135,36,286,424,19,30,140,279
"RP11-544A12.4",0,1,0,0,2,2,2,1,0,0,0,0,0,0,2,2,0,0,1,3
"FAM78A",0,5,1,0,3,2,7,9,4,1,0,0,2,0,3,2,0,0,0,2
"PLPP7",0,1,0,0,2,0,1,2,0,0,0,1,0,1,8,0,0,0,0,1
"PRRC2B",528,625,483,9,142,666,2136,794,665,341,110,13,211,126,770,769,36,74,465,719
"RP11-334J6.7",6,1,4,0,4,1,9,7,6,1,1,0,0,2,5,0,0,1,4,10
"POMT1",149,86,96,0,67,245,256,183,141,83,18,9,90,33,187,255,4,18,134,153
"UCK1",206,246,168,4,179,339,734,366,446,200,50,13,53,39,419,751,8,22,129,172
"RAPGEF1",93,52,63,0,55,85,257,111,127,43,14,6,12,20,108,150,5,6,56,93
"MED27",124,62,88,6,109,346,606,331,253,78,24,12,138,36,139,375,3,9,67,121
"NTNG2",0,2,0,0,1,0,3,4,1,0,0,0,0,0,1,1,0,0,0,0
"SETX",282,203,218,5,60,203,589,548,561,234,68,13,83,57,453,506,24,47,296,558
"TTF1",303,435,152,10,77,475,614,216,659,229,23,23,160,40,406,1220,15,26,173,283
"CFAP77",0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,15,2,0,4
"DDX31",103,84,89,0,48,212,180,178,201,92,21,2,34,23,71,183,8,12,76,120
"GTF3C4",146,186,200,2,67,195,326,167,227,61,22,1,38,30,182,257,8,26,201,270
"AK8",20,4,15,0,4,27,42,0,3,2,4,0,60,2,49,212,3,11,33,64
"C9orf9",240,302,128,5,110,883,927,236,332,109,63,1,161,42,248,351,45,69,259,384
"TSC1",82,143,74,1,41,179,273,169,188,97,24,2,38,20,126,362,12,3,117,152
"GTF3C5",296,245,211,6,386,767,2018,430,590,270,73,14,111,55,413,1151,15,33,171,265
"RALGDS",258,110,227,0,57,185,525,66,302,53,49,9,79,74,1053,372,18,46,213,482
"GBGT1",27,13,18,1,21,3,1,11,39,2,0,2,3,11,199,7,0,1,2,2
"OBP2B",1,357,7,0,26,377,1,0,3594,0,37,0,2,218,0,0,31,0,18,144
"ABO",15,0,128,0,1,11,1,0,165,1,0,2,0,1,3,1,1,3,0,56
"SURF6",299,382,225,6,350,575,680,332,1237,285,45,16,108,36,204,670,18,31,107,284
"MED22",87,113,70,2,46,90,134,75,189,58,29,2,41,28,155,269,7,16,71,89
"RPL7A",48279,29639,53740,58,48029,43026,44601,65979,84641,59505,9897,97,23346,7604,105767,129323,7915,8084,17047,72789
"SURF1",1077,1202,769,21,611,830,1541,904,1506,874,204,70,702,185,2192,3498,69,111,484,1554
"SURF2",733,449,521,6,999,778,1366,790,1026,738,134,19,283,138,492,1290,41,93,425,1008
"SURF4",1280,933,770,15,612,1021,2278,3218,2173,1518,218,59,568,175,2391,2284,40,141,500,999
"STKLD1",10,19,23,2,12,31,122,21,63,7,4,1,28,0,75,41,2,13,28,39
"REXO4",228,403,165,4,318,372,476,376,600,358,68,19,87,23,257,1182,16,22,110,159
"ADAMTS13",11,6,3,1,6,9,14,1,7,1,3,1,10,1,18,11,4,5,50,15
"CACFD1",288,115,290,0,49,313,869,73,89,76,48,2,214,92,572,903,17,59,247,368
"SLC2A6",113,22,43,0,234,9,193,321,147,22,57,0,9,28,79,148,1,0,28,95
"ADAMTSL2",0,1,0,0,0,1,0,3,1,0,0,2,1,4,5,0,1,0,0,7
"DBH",0,15,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"DBH-AS1",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
"SARDH",2,0,25,0,7,3,7,97,0,0,0,2,15,27,25,1,1,13,2,119
"VAV2",89,44,87,1,37,96,204,150,343,56,13,3,30,27,105,198,6,11,114,142
"LINC00094",222,53,94,1,170,231,289,383,64,35,21,10,119,44,299,500,18,33,170,325
"BRD3",443,440,450,11,212,1270,1606,540,639,245,30,13,276,121,1181,1453,33,37,329,793
"LL09NC01-251B2.3",6,4,0,0,5,5,12,2,6,4,1,0,7,0,11,5,1,1,11,12
"WDR5",453,297,392,2,437,749,1152,781,920,254,58,4,145,50,365,458,22,47,184,393
"RXRA",228,394,309,4,26,193,713,316,226,281,28,14,135,89,371,429,10,31,153,518
"COL5A1",27,6,18,2,6,10,104,1355,31,26,18,3,14,32,27,8,0,1,7,18
"FCN2",9,1,0,0,0,0,54,0,0,0,0,0,1,0,12,0,0,0,6,9
"FCN1",5,22,0,0,28,45,1,9,35,8,0,0,1,0,0,136,0,0,0,1
"OLFM1",43,3,4,0,0,22,1066,3,2,0,0,3,107,61,48,198,0,20,162,392
"RP11-399H11.2",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPP1R26-AS1",9,11,11,0,6,26,63,3,19,3,0,1,16,2,48,156,2,5,18,25
"PPP1R26",38,47,72,0,22,53,159,23,28,46,10,0,37,8,125,157,4,18,93,191
"C9orf116",136,369,159,1,22,170,467,117,61,88,12,13,377,77,1002,2009,109,252,529,1189
"MRPS2",745,825,675,8,660,1418,1743,1309,1137,646,112,23,331,78,984,1757,58,98,269,797
"OBP2A",1,47,2,0,1,22,0,0,710,0,4,0,0,15,0,0,0,0,4,44
"CAMSAP1",103,93,73,3,25,95,264,74,231,96,20,5,15,10,107,153,4,7,55,127
"RP11-432J22.2",3,2,0,0,7,1,7,1,5,5,0,0,3,0,2,2,2,1,4,4
"UBAC1",244,373,199,2,231,378,1291,672,807,764,49,4,93,44,398,706,19,34,126,411
"NACC2",72,80,94,2,52,11,207,368,240,80,8,3,10,12,150,129,7,7,54,93
"C9orf69",143,261,111,3,126,78,398,319,347,222,15,1,27,23,208,256,5,10,150,141
"QSOX2",27,40,18,0,20,39,67,94,121,31,9,2,11,1,47,78,4,5,14,26
"GPSM1",30,2,11,1,4,72,89,145,30,8,2,3,12,12,40,145,1,7,6,47
"DNLZ",112,53,62,0,41,96,560,174,18,7,8,4,16,18,7,35,3,3,38,152
"CARD9",189,21,17,0,66,69,118,16,49,3,61,0,4,15,41,8,4,1,8,69
"SNAPC4",67,103,63,1,43,134,169,93,85,40,26,6,19,12,71,148,4,14,53,79
"SDCCAG3",94,132,99,3,117,68,172,137,422,122,17,7,30,18,94,200,8,6,101,115
"PMPCA",401,575,350,23,251,1057,822,465,784,615,90,58,383,99,618,1332,34,47,249,407
"INPP5E",51,75,70,1,44,76,92,176,142,34,29,1,32,6,71,124,2,10,41,46
"SEC16A",367,436,366,5,55,239,1420,301,302,293,49,9,198,152,896,623,17,54,518,809
"C9orf163",15,20,19,0,6,13,44,6,5,8,0,0,22,1,33,39,2,1,8,9
"NOTCH1",151,74,84,2,45,85,186,251,341,27,15,2,5,11,62,22,4,12,57,238
