"","CID3586","CID3921","CID45171","CID3838","CID4066","CID44041","CID4465","CID4495","CID44971","CID44991","CID4513","CID4515","CID4523","CID3946","CID3963","CID4461","CID4463","CID4471","CID4530N","CID4535","CID4040","CID3941","CID3948","CID4067","CID4290A","CID4398"
"ZNF529-AS1",78,121,122,63,109,38,10,133,243,196,198,218,59,2,68,7,78,177,263,68,50,12,39,102,129,8
"ZNF382",42,58,44,95,52,15,1,71,153,41,90,22,24,0,26,1,9,91,65,12,38,3,17,45,97,6
"ZNF461",80,44,71,90,116,38,5,121,178,127,90,103,19,3,56,1,36,140,153,163,85,9,21,53,119,17
"CTD-3234P18.6",2,1,2,5,3,4,0,1,2,0,0,2,0,1,1,0,0,5,0,2,3,0,0,1,2,0
"LINC01534",51,36,146,49,79,19,1,86,132,151,62,331,81,3,52,1,44,140,161,63,43,7,30,106,181,14
"ZNF567",213,206,424,362,369,116,17,296,527,383,255,682,172,12,110,8,97,478,614,490,250,38,47,149,261,107
"ZNF850",14,18,29,31,45,9,1,25,85,80,30,7,12,1,15,2,16,99,43,9,15,5,4,16,34,6
"CTD-2162K18.4",5,9,81,11,8,7,3,9,79,98,7,7,7,0,0,0,24,56,24,3,19,0,6,12,15,0
"ZNF790-AS1",52,59,171,48,112,38,4,108,326,316,85,18,24,5,51,2,59,318,173,26,69,11,38,91,131,0
"ZNF790",67,80,111,204,90,93,9,121,229,121,189,70,77,9,44,12,31,186,222,280,124,8,16,56,89,65
"ZNF345",74,39,67,141,118,48,9,92,258,135,87,51,26,9,48,3,48,245,263,252,116,8,21,71,81,28
"ZNF829",37,17,62,94,39,48,3,82,94,84,41,34,14,2,33,3,18,154,124,127,50,4,10,36,47,37
"ZNF568",182,125,95,171,270,83,11,236,500,285,197,87,25,4,117,11,142,464,279,272,149,12,40,141,316,40
"ZNF420",133,130,202,191,181,111,20,218,348,168,198,102,95,6,102,6,87,375,375,410,119,18,35,154,196,42
"CTD-2293H3.2",3,5,6,0,2,0,0,2,21,2,3,0,0,0,4,0,2,6,2,3,0,2,1,3,6,1
"ZNF585A",96,111,64,102,139,59,10,172,203,178,345,68,22,5,128,5,140,308,151,207,73,26,33,96,213,20
"CTC-454I21.4",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
"ZNF585B",49,62,49,111,117,33,4,90,144,101,129,55,33,0,34,4,36,207,141,161,71,8,16,101,144,14
"ZNF383",126,102,110,225,161,97,12,202,270,118,195,190,38,10,102,6,40,297,215,265,163,14,20,64,122,68
"LINC01535",11,109,10,15,123,9,4,13,172,118,29,13,7,1,49,0,139,215,24,73,5,4,28,47,43,0
"CTD-3220F14.1",4,11,0,3,3,3,0,2,4,12,2,0,0,0,6,1,11,14,4,1,1,1,3,14,25,0
"HKR1",183,244,274,193,401,117,18,475,804,949,343,214,111,9,119,31,284,918,539,975,211,27,60,335,653,62
"CTD-3220F14.3",1,1,5,8,3,2,0,1,1,4,0,3,1,1,1,2,0,4,17,35,6,0,0,3,4,0
"ZNF527",77,57,44,121,81,26,4,66,153,65,82,56,37,4,34,2,31,141,152,133,84,9,18,51,94,23
"ZNF569",130,91,89,251,114,66,8,208,248,313,176,118,45,10,95,2,48,244,142,130,119,8,26,58,118,47
"ZNF570",102,90,111,277,150,83,4,138,273,165,151,155,34,4,74,4,46,322,216,235,153,11,16,57,147,79
"ZNF793-AS1",32,96,45,32,92,30,2,55,137,63,16,34,62,1,10,1,37,147,116,263,35,6,11,85,64,9
"ZNF793",58,57,93,127,91,88,8,117,241,214,27,88,47,4,17,4,35,316,352,303,104,12,10,88,153,26
"ZNF571-AS1",13,19,55,15,7,4,0,13,102,62,8,19,5,0,6,1,2,18,28,24,22,2,0,4,10,12
"ZNF540",83,36,26,48,59,31,3,64,134,44,34,35,5,3,31,0,27,159,109,57,57,7,15,33,59,17
"ZNF571",75,55,51,161,101,35,5,67,148,70,85,61,28,5,48,1,49,193,177,183,137,8,10,73,103,49
"ZFP30",61,76,74,135,93,53,6,120,197,65,103,64,28,2,54,4,48,202,127,200,71,9,13,97,168,26
"ZNF781",17,8,14,83,29,53,4,14,44,5,16,9,8,9,3,0,13,106,185,46,108,3,3,7,12,18
"ZNF607",27,47,63,24,71,9,0,52,100,60,54,34,23,3,24,11,43,119,47,76,24,4,11,48,100,5
"CTD-2528L19.6",3,10,14,16,10,5,3,12,17,9,21,17,3,3,5,1,11,53,66,48,20,1,4,33,23,1
"ZNF573",48,65,60,89,80,112,1,114,248,103,144,96,36,4,30,4,81,318,233,322,92,2,7,49,126,41
"CTD-2554C21.2",26,57,0,8,38,4,0,21,319,26,4,0,0,0,1,0,17,121,1,5,2,1,2,2,15,0
"CTD-2554C21.3",2,2,0,6,5,5,0,2,15,4,1,2,0,0,0,1,1,25,10,5,2,0,0,1,1,0
"SIPA1L3",113,203,161,188,279,26,22,336,400,688,426,153,76,7,80,14,191,600,399,245,141,25,53,619,495,15
"DPF1",7,3,5,9,5,3,0,2,6,200,50,13,1,1,0,2,0,13,10,14,6,4,1,0,5,1
"SPINT2",3912,12119,17519,2383,19852,1292,549,8892,16910,56300,3305,41473,17163,38,3247,823,24738,18623,37418,33225,460,848,1955,10554,25543,83
"PPP1R14A",228,436,125,1601,2308,240,150,450,1076,133,773,346,120,191,83,43,225,7533,1791,2423,3029,71,99,179,306,17
"C19orf33",24,250,19,13,950,94,12,18,43,16,7,3675,4168,0,11,209,1315,222,637,5556,84,146,138,3,1148,0
"YIF1B",470,1547,485,1089,1484,144,127,3169,3407,6301,5140,1195,839,33,802,78,833,2726,1344,2007,384,70,282,650,938,26
"KCNK6",244,796,318,809,567,253,24,909,1024,2519,1115,570,515,38,130,17,672,1747,13200,2567,261,83,241,1471,780,157
"CATSPERG",32,26,34,86,22,34,0,75,108,272,37,78,6,4,14,3,48,181,206,208,93,5,10,58,107,2
"PSMD8",1943,4514,4878,6460,5645,1128,285,8999,12523,18150,9766,10801,5311,162,2153,248,3821,9331,11142,11974,3819,223,789,1788,4305,304
"GGN",12,8,11,23,19,0,2,5,22,35,33,5,4,0,3,2,6,65,51,14,18,0,6,2,13,0
"SPRED3",8,19,13,53,34,3,3,17,45,57,119,30,5,5,4,0,10,121,102,31,38,3,3,10,60,3
"FAM98C",334,563,636,518,632,48,35,843,1218,1369,675,728,286,16,252,28,301,1592,1491,1756,362,52,127,274,842,29
"RASGRP4",8,39,14,88,5,3,2,82,70,13,444,12,6,1,21,0,5,25,10,7,8,1,5,13,11,4
"RYR1",18,27,7,211,21,6,0,43,83,70,113,8,4,3,12,1,9,84,21,15,98,1,4,5,12,22
"MAP4K1",383,265,123,353,189,77,8,1520,1640,213,651,57,27,8,334,12,38,145,45,90,255,28,119,45,34,98
"EIF3K",8057,9446,7375,11248,13042,2525,297,22966,22981,23076,18053,21297,7361,367,4457,175,5522,26569,21262,21522,6952,792,1772,2941,12735,5320
"ACTN4",1227,2840,1991,4498,3335,698,195,4049,4807,7929,6929,6473,1034,236,1128,88,777,12715,5233,5430,4977,163,365,1134,2825,288
"CAPN12",69,171,79,86,126,76,5,299,259,172,197,124,48,11,147,6,43,171,135,219,124,2,84,28,50,34
"CTD-2540F13.2",19,13,51,63,9,29,1,16,62,42,14,320,13,5,3,5,5,246,316,141,47,1,5,4,24,9
"LGALS7",21,338,113,0,421,2,0,1,53,6,0,0,235,0,0,0,11,16,5,0,0,0,0,0,1,0
"LGALS7B",27,7668,795,0,69,2,0,3,145,20,0,32,549,0,0,0,20,310,4,17,1,0,0,0,11,0
"LGALS4",7,2,55,60,7,6,0,6,19,18,6,9,4,0,1,1,3,45,55,13,35,1,1,1,9,4
"ECH1",332,821,6775,3534,779,1214,509,981,1455,2335,768,7728,4835,132,491,286,2979,2340,10411,6016,1382,101,173,512,938,506
"HNRNPL",652,1160,738,2219,1397,249,136,2009,2630,3373,1695,1646,589,77,455,122,360,3928,2549,1335,1678,155,230,1112,2052,215
"RINL",100,313,329,288,141,47,3,679,650,934,332,612,57,8,91,3,27,550,499,528,177,17,54,36,220,58
"CTC-360G5.6",1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,1
"SIRT2",565,930,695,1733,847,280,91,1401,2112,2480,2105,1243,395,35,545,40,277,2598,2454,1271,860,50,139,200,875,254
"NFKBIB",957,942,477,1463,886,123,38,1599,1651,2057,1620,1501,330,31,756,20,137,1456,1675,813,607,80,208,410,921,87
"SARS2",113,184,104,195,326,41,7,718,687,924,436,251,143,5,105,10,182,578,281,391,113,19,26,78,203,7
"MRPS12",878,1965,3236,1500,2569,284,120,5101,4159,7999,4846,4902,2958,42,1054,114,1114,2923,4050,4680,861,143,401,908,3350,35
"FBXO17",46,36,44,351,479,106,10,278,938,87,731,59,18,17,7,7,26,1252,272,117,195,2,20,16,213,16
"FBXO27",40,31,124,50,148,7,6,356,298,187,160,32,45,0,3,6,65,252,199,114,29,5,23,39,265,11
"ACP7",1,1,1,4,2,0,0,0,0,0,4,5,0,0,0,0,1,1,3,0,4,0,0,0,0,1
"PAK4",202,1073,1821,218,768,113,22,540,1415,2396,638,1752,312,11,132,14,374,1680,1363,1754,162,45,77,590,1332,27
"NCCRP1",50,1903,352,25,394,7,7,14,65,1868,2,519,1570,0,21,0,30,40,124,4,13,0,0,67,1046,6
"IFNL1",12,49,10,1,10,7,0,10,15,1,27,0,2,1,3764,0,5,1,26,2,6,0,107,0,0,0
"LRFN1",11,18,44,43,29,6,2,37,56,69,43,94,29,1,9,3,14,55,66,147,23,2,4,19,51,0
"GMFG",2406,1954,1709,5622,1875,1152,227,8482,8074,1252,8593,1663,705,153,1821,94,394,4793,2378,1975,3583,175,574,408,316,4890
"CTC-246B18.10",11,3,26,25,9,7,1,4,6,29,8,9,9,2,3,0,16,9,22,14,34,4,9,4,17,7
"SAMD4B",218,303,571,1498,496,335,39,687,649,1049,832,1451,260,36,143,25,158,1866,2195,1156,718,33,69,319,584,246
"PAF1",1469,935,440,1351,1261,267,34,1381,2422,2736,1578,1018,399,31,871,37,681,3038,2195,1948,711,124,349,580,1234,101
"MED29",1050,914,748,1446,1269,393,58,1607,2362,2094,2168,1153,443,47,663,53,677,2783,3178,2980,769,123,377,880,1610,259
"ZFP36",73897,62278,9578,39468,98121,7288,1123,56170,87829,47805,66499,10572,7038,1201,47271,453,18215,197496,150161,15762,26899,6222,16241,33277,66572,3217
"PLEKHG2",137,175,86,1015,286,82,17,482,538,281,1134,117,104,43,126,6,34,1527,430,166,649,18,52,76,134,79
"RPS16",29916,38948,63509,52879,37223,20012,711,125633,87947,64452,80758,244083,102097,2024,20181,360,6002,82339,159302,116392,36267,3862,6149,8626,33579,14212
"SUPT5H",593,694,1165,1903,705,318,46,1491,1478,2103,1264,2379,581,49,496,28,346,2215,2212,1660,957,79,179,400,805,427
"TIMM50",457,848,889,942,1171,180,72,2357,2713,2977,2107,2938,952,35,443,68,762,2108,1576,2281,513,48,161,351,986,52
"DLL3",28,25,27,9,22,4,0,41,202,106,10,13,0,0,18,4,54,19,10,10,6,2,2,16,35,0
"EID2B",97,63,20,150,113,42,5,185,209,192,148,63,35,4,46,2,60,157,185,188,104,4,17,47,98,15
"EID2",43,98,90,590,151,41,2,140,138,497,137,307,94,19,24,3,34,264,354,335,365,5,11,60,144,47
"LGALS14",2,0,0,0,1,0,0,2,18,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0
"LLNLR-268E12.1",2,0,13,1,5,3,0,1,4,2,5,2,0,0,0,0,0,11,20,1,6,0,0,1,1,2
"DYRK1B",219,138,186,368,386,62,6,332,587,781,312,205,82,9,138,19,166,388,579,890,180,15,50,234,398,13
"FBL",1707,1467,1683,1686,2037,870,75,8237,9326,5795,3137,9942,2500,72,723,42,803,8314,6879,8116,1340,249,298,440,2130,275
"FCGBP",65,21,11,79,39,50,17,34,196,19,3214,256,5,5,108,0,17,72,128,5,21,8,12,33,45,13
"PSMC4",895,1338,1576,3077,1846,391,163,3673,4742,4844,2978,5281,2092,69,835,169,1138,3937,3948,5703,1833,90,232,650,1325,589
"ZNF546",17,20,35,103,15,60,2,50,68,47,86,40,12,4,13,4,22,131,144,133,83,1,12,23,51,19
"ZNF780B",59,73,59,132,85,45,10,164,196,163,134,155,42,4,49,5,70,241,190,147,115,13,21,66,136,28
"ZNF780A",95,122,130,208,180,66,14,239,209,321,276,295,175,5,110,21,161,298,343,470,150,14,33,92,165,65
"AC005614.3",3,5,2,13,6,0,0,4,3,7,6,6,1,2,2,0,1,2,2,4,12,0,1,9,1,9
"MAP3K10",14,35,36,233,37,10,1,82,54,87,81,56,29,4,25,1,13,170,196,80,144,4,15,34,72,5
"TTC9B",2,2,7,0,0,0,0,1,1,24,2,3,18,0,0,0,10,5,8,18,1,1,5,12,12,0
"AKT2",440,572,557,799,729,208,32,1364,1493,1484,1389,979,276,26,303,29,701,1760,1655,1442,461,40,117,468,725,124
"C19orf47",48,169,87,141,148,24,3,341,357,862,439,177,58,8,31,1,56,384,176,138,66,7,19,118,167,5
"PLD3",724,4205,1271,10005,2969,1041,241,14898,6584,6479,14039,3583,962,300,1776,124,1801,8054,3271,5159,1604,128,391,1188,2073,86
"HIPK4",6,0,2,29,1,4,0,0,14,3,1,1,1,1,0,1,0,31,24,13,21,0,0,3,2,0
"PRX",28,15,13,202,36,64,2,11,87,18,24,19,7,15,20,0,6,287,323,72,245,7,3,18,39,9
"SERTAD1",7295,4690,1531,8725,12978,1636,77,4529,7589,3968,6204,3082,1091,335,4292,41,2116,23465,12346,5693,6637,868,2054,3468,10038,204
"CTC-492K19.7",6,0,2,1,3,0,0,7,6,10,6,6,3,0,0,0,1,3,3,3,2,1,1,5,13,1
"SERTAD3",623,791,633,1111,2294,433,79,618,1563,2129,832,1494,282,34,394,36,1279,2520,6258,2788,825,173,398,1171,2812,56
"CTC-492K19.4",2,0,0,4,0,1,0,0,2,3,1,0,0,0,0,0,3,5,1,0,0,0,2,0,5,0
"BLVRB",602,2930,6496,3783,2651,640,96,2332,3391,13336,11311,5029,2808,86,882,132,2676,6542,10576,21936,963,128,854,1549,5233,79
"SPTBN4",5,7,23,10,4,3,0,6,20,100,17,5,2,1,3,1,6,74,58,52,2,2,6,16,124,1
"SHKBP1",557,952,851,1658,860,217,51,3405,3282,2741,3158,1864,861,42,761,36,581,2230,1494,1982,771,54,124,302,558,57
"LTBP4",408,471,435,746,877,186,43,953,1363,1462,1084,200,85,36,265,28,275,4474,2563,1079,968,57,118,255,703,38
"NUMBL",37,95,99,199,114,87,8,92,206,331,215,672,47,7,24,7,21,579,250,200,148,3,17,70,125,26
"ADCK4",164,238,304,298,324,77,9,582,762,973,351,459,103,13,138,2,170,855,574,608,253,37,53,181,338,13
"ITPKC",651,262,179,242,559,56,29,157,1374,1463,218,449,75,10,48,38,288,3244,2263,315,401,30,74,192,1471,35
"C19orf54",42,75,64,119,85,15,2,156,149,357,214,198,34,6,54,3,65,230,218,128,67,6,18,97,150,10
"SNRPA",1191,1596,634,941,1930,266,107,3632,5633,4589,3747,1642,794,33,884,51,979,4575,1604,2509,680,129,342,675,1780,56
"MIA",66,1,0,6,113,54,5,20,306,2,1,7047,0,1,3,2,6,231,313,30,13,0,0,1,1,9
"MIA-RAB4B",1,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"RAB4B",66,120,483,996,139,156,119,238,214,248,251,715,331,32,91,75,59,450,889,1816,624,10,37,174,165,51
"RAB4B-EGLN2",13,6,0,0,24,0,0,15,26,24,44,0,0,0,9,0,6,15,0,0,0,2,8,6,16,0
"CTC-490E21.14",6,7,6,2,2,1,1,21,6,23,30,12,0,3,5,4,2,13,4,7,1,2,1,1,6,0
"EGLN2",171,187,1034,1568,183,437,103,262,306,285,373,1544,513,47,155,61,244,586,2698,6821,953,36,78,137,185,65
"CYP2F1",5,5,0,1,7,0,10,10,4,4,1,1,0,0,2,0,1,2,0,1,3,2,6,1,1,2
"CYP2S1",33,137,3,235,40,6,4,161,250,21,305,23,8,0,45,0,12,46,17,577,17,5,10,32,12,19
"AXL",93,270,41,2053,418,567,82,1043,643,126,1629,347,163,106,133,7,45,1178,726,698,1214,11,56,99,134,387
"HNRNPUL1",1578,1652,1278,3248,1838,578,97,4773,5159,7662,4770,3137,634,110,1170,43,555,5511,3465,3300,1844,175,397,736,1841,812
"TGFB1",1999,1459,429,7065,1855,136,61,4423,3030,1093,9121,487,134,198,1597,21,205,3545,1150,575,4814,176,440,413,1221,218
"CCDC97",348,321,244,532,426,137,13,854,912,876,554,600,124,12,212,9,189,917,726,808,271,31,98,212,318,77
"TMEM91",153,89,82,330,288,93,18,185,275,481,483,220,207,14,80,6,78,562,538,258,227,15,48,131,115,26
"B9D2",351,283,120,330,352,88,21,377,526,691,495,158,170,6,293,3,116,576,544,663,172,24,85,230,315,22
"EXOSC5",337,672,737,541,1247,132,36,2249,3181,2507,1378,2054,583,26,442,46,583,1669,1824,2235,373,81,168,493,1248,29
"BCKDHA",142,276,57,20,347,6,12,502,881,661,307,93,49,1,202,12,681,761,55,36,12,33,63,117,224,3
"B3GNT8",14,51,7,91,130,25,4,72,184,79,290,18,27,5,17,4,46,157,228,151,77,3,17,39,145,1
"ATP5SL",205,404,384,651,416,177,30,773,928,1376,858,2125,445,38,172,7,144,1221,1645,1388,463,34,63,209,453,115
"PCAT19",34,57,235,346,90,102,160,68,90,10,77,181,1,29,24,27,7,1231,1138,348,498,13,8,37,52,97
"AC006129.1",32,16,0,15,22,1,0,39,38,54,22,0,0,0,17,2,15,29,2,1,8,10,12,8,14,1
"LINC01480",414,450,24,233,177,45,73,779,336,186,177,91,3,3,260,48,15,115,52,103,170,30,334,58,59,123
"AC006129.2",582,279,87,546,265,100,36,1355,1082,274,563,78,18,9,444,24,16,137,58,86,481,44,199,65,52,403
"CEACAM21",113,104,15,191,96,5,7,482,401,56,390,23,9,2,94,3,2,92,25,31,48,13,33,17,8,25
"CEACAM4",4,38,11,66,10,4,2,46,58,11,282,27,12,2,8,0,4,12,6,19,14,5,7,6,5,9
"CEACAM6",82,4897,70,0,4463,3,6,3,49,1108,0,2710,237,0,0,0,180,33,206,497,0,28,88,68,4978,0
"CEACAM3",2,9,14,5,3,2,1,6,36,1,21,5,8,0,1,1,0,4,2,3,1,0,2,1,1,2
"RPS19",134138,103538,133832,89397,134918,32096,6498,303735,308795,165783,174182,367496,129927,3317,69033,2291,12070,214099,268783,181395,67182,15614,25085,36918,95549,37791
"CD79A",538,971,161,645,79,733,85,12944,3861,6810,18,1123,1,4,10,13,4,1300,205,1151,743,70,209,32,76,182
"ARHGEF1",1682,1102,637,2673,1156,269,55,2863,2650,887,2442,1781,304,61,1088,29,420,1935,1755,1302,1854,148,416,402,796,236
"RABAC1",2560,6951,3248,7542,10111,1717,860,10956,10371,19086,10972,12462,5328,278,3345,606,6092,18522,22523,13513,5304,357,1233,4253,9762,142
"ATP1A3",28,11,14,31,11,3,0,60,71,70,40,3,1,2,30,0,11,23,4,8,24,2,7,5,13,2
"GRIK5",2,0,0,5,2,0,0,1,8,5,1,0,0,0,0,0,0,21,2,1,7,0,0,2,0,0
"ZNF574",393,237,233,234,414,83,36,434,741,594,287,355,66,13,210,28,260,790,415,531,122,33,72,138,364,15
"POU2F2",309,308,577,950,155,287,7,3436,1800,1694,1595,535,55,37,183,2,44,555,168,209,453,24,73,71,116,97
"CTC-378H22.2",2,1,3,8,2,1,0,13,9,2,3,3,1,0,0,0,0,2,0,1,5,0,2,0,0,1
"DEDD2",1701,2138,1049,4290,2318,161,46,936,1475,1458,1667,851,350,61,1908,31,209,1080,1215,1689,1749,200,842,927,1632,166
"ZNF526",64,104,164,143,94,52,5,257,296,304,185,334,56,7,40,4,46,260,186,257,87,8,20,50,114,26
"GSK3A",123,258,499,1702,366,75,25,533,491,1165,570,618,279,63,116,11,71,1041,1197,596,1082,22,47,252,480,110
"ERF",464,324,309,1106,762,242,30,638,913,631,635,1009,84,53,207,22,108,2685,1915,733,836,78,116,288,1139,98
"CIC",181,224,180,447,367,94,7,478,471,1030,577,388,66,21,131,5,83,1640,691,276,324,29,49,254,362,56
"PAFAH1B3",665,2208,3320,620,3090,216,89,3408,6658,17168,2068,6391,2535,24,729,67,2041,3768,8354,7216,351,222,687,1992,7205,43
"PRR19",25,34,88,15,49,5,3,69,195,364,57,76,46,2,8,0,35,128,113,76,9,5,18,54,118,1
"TMEM145",1,5,28,12,5,0,1,6,11,173,6,41,8,1,1,0,14,59,538,148,12,4,5,33,43,0
"MEGF8",43,87,136,238,165,67,10,181,250,482,307,256,35,11,46,2,60,643,390,95,134,7,20,98,197,22
"CNFN",123,215,952,28,318,101,6,66,382,3257,40,442,1133,5,148,3,273,849,496,466,61,183,184,186,919,0
"LIPE-AS1",52,70,129,177,60,64,9,126,142,211,133,145,110,5,74,7,63,289,423,330,98,25,54,103,127,25
"LIPE",46,43,109,38,75,42,4,114,229,158,41,112,23,4,16,7,30,458,297,137,49,4,6,10,57,15
"CXCL17",454,1217,2538,1,773,8,98,94,403,111,1,9957,5607,0,28,7,576,355,906,16,0,1,10,97,429,4
"CEACAM1",370,100,153,62,271,50,36,228,482,198,53,1369,108,1,103,7,38,385,444,224,52,10,21,46,233,91
"PSG5",1,0,0,0,2,0,0,0,5,2,2,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0
"PSG4",18,4,0,0,12,0,3,1,0,0,3,11,0,0,32,12,0,19,0,0,0,0,0,0,4,0
"CTC-490G23.2",9,7,0,4,43,0,0,38,121,3,2,0,0,0,7,0,0,10,0,0,2,0,1,3,2,2
"CD177",7,26,4,500,26,6,0,113,129,0,0,2,0,0,9,0,1,13,12,0,19,0,4,82,1,6
"LYPD3",1252,2224,1002,139,1253,193,29,318,1243,2765,155,2102,2765,5,283,103,685,1922,1760,2089,95,28,161,1141,2464,63
"PHLDB3",470,279,163,281,348,106,2,677,681,840,641,341,71,12,111,9,257,1282,960,992,183,28,91,166,475,17
"ETHE1",1137,2790,1377,2155,2491,385,34,2988,3796,6345,5072,2530,1241,42,857,33,858,4460,5146,2598,994,115,314,697,3533,94
"ZNF575",42,67,6,57,97,9,7,295,372,214,238,83,7,5,30,3,24,452,114,80,41,5,8,23,54,6
"XRCC1",247,350,251,463,412,129,11,1028,1270,1246,836,435,97,8,164,9,458,1526,344,1004,180,27,58,182,514,54
"PINLYP",30,29,12,93,122,54,22,104,105,56,58,38,14,4,40,7,8,192,154,67,76,0,7,14,17,32
"IRGQ",106,175,240,350,212,72,8,168,272,567,343,483,67,8,45,5,65,463,952,298,190,21,34,137,314,45
"ZNF576",168,255,544,337,506,173,29,691,998,1525,729,1422,412,8,167,14,175,897,1139,956,231,27,73,283,490,22
"SRRM5",1,2,5,4,12,0,0,10,25,16,17,19,4,0,1,0,21,23,8,9,1,0,3,6,13,0
"ZNF428",1240,1837,1054,1970,3869,518,74,4513,6552,6282,6047,3143,1341,86,1134,49,1332,6093,4286,5887,1484,143,563,2043,3075,48
"CADM4",59,115,185,43,179,4,9,127,539,1196,62,477,136,2,39,4,69,428,564,226,37,9,28,169,264,2
"PLAUR",4467,4453,1045,13225,2843,432,654,9590,5143,2442,19931,9361,4043,137,3374,146,697,3748,6119,899,1441,82,434,898,1600,395
"SMG9",186,254,337,478,418,105,25,932,924,815,570,760,157,12,178,19,106,887,642,454,245,17,46,214,288,39
"KCNN4",340,489,157,887,304,73,57,2075,2265,207,272,7050,445,3,369,2,58,528,734,105,159,9,53,121,198,18
"LYPD5",19,63,13,64,40,3,2,234,189,211,109,186,105,0,30,0,7,238,116,41,27,4,7,31,73,1
"ZNF283",45,47,94,123,95,43,4,64,118,111,69,208,28,2,39,4,59,184,173,180,68,3,10,40,101,21
"ZNF404",8,7,16,22,13,18,2,9,16,15,31,7,12,1,6,0,10,43,99,14,14,0,0,4,17,4
"RP11-15A1.3",69,62,54,14,85,37,1,110,329,287,224,5,5,2,65,5,147,279,39,14,17,2,8,32,127,9
"RP11-15A1.2",15,3,3,0,11,1,1,2,35,18,16,1,5,0,3,0,12,18,7,0,1,2,0,3,7,0
"ZNF45",52,43,68,92,103,25,3,91,107,117,148,68,21,5,46,6,27,140,115,82,41,2,11,63,100,12
"ZNF221",4,7,5,31,15,7,0,21,47,27,28,8,5,1,9,0,15,53,20,25,23,2,5,18,10,3
"ZNF155",22,33,32,80,58,38,5,44,140,80,55,22,8,3,35,0,46,138,185,113,63,7,13,36,31,17
"RP11-15A1.7",1,12,14,22,21,2,0,17,24,42,21,4,3,0,5,0,21,31,47,30,8,3,0,23,17,9
"ZNF230",90,65,91,173,128,64,7,203,268,118,130,80,36,7,58,4,85,208,296,234,157,4,21,81,62,61
"ZNF222",22,17,50,141,47,38,6,36,86,30,30,42,17,3,14,1,36,62,152,119,95,3,7,12,10,57
"ZNF223",17,27,40,53,53,23,2,48,75,54,76,19,14,4,27,1,49,72,113,85,51,3,7,40,38,2
"ZNF284",10,10,19,33,25,17,2,22,33,39,47,8,16,4,10,1,13,58,29,101,18,3,5,12,20,13
"ZNF224",228,163,510,581,325,246,37,678,686,719,507,607,138,21,147,20,298,955,1094,841,448,35,73,209,288,145
"AC084219.4",18,11,41,14,52,0,0,13,75,76,42,3,5,0,20,1,34,41,24,17,18,4,8,35,30,0
"ZNF225",10,15,34,62,41,22,5,59,68,79,53,38,11,0,9,2,12,63,65,73,29,1,2,27,37,13
"ZNF234",52,56,137,127,91,76,11,189,369,212,238,186,41,6,32,2,66,336,326,333,107,10,17,46,127,47
"ZNF226",191,186,444,476,501,189,43,609,653,889,826,676,280,12,198,45,412,759,1160,943,362,23,74,255,307,203
"ZNF227",105,108,156,170,181,72,8,188,256,225,244,244,70,11,74,12,71,304,466,347,155,14,23,105,123,49
"ZNF235",60,101,30,58,116,15,6,198,319,236,183,48,13,1,60,4,82,265,82,69,43,5,19,53,107,21
"ZNF233",5,16,17,10,8,8,2,19,58,27,11,32,1,0,3,8,31,20,58,23,8,0,0,1,16,2
"ZNF112",5,15,16,45,26,16,6,19,30,33,29,14,3,2,4,1,14,41,91,58,31,4,2,18,25,5
"ZNF285",7,17,32,16,33,2,1,24,80,42,25,7,3,1,8,0,19,32,57,12,13,2,0,17,26,1
"ZNF229",23,37,61,22,68,3,3,23,118,111,48,10,12,0,29,7,36,59,71,4,19,0,0,2,17,2
"ZNF180",53,58,97,115,75,65,9,140,151,226,95,119,36,6,36,5,40,164,232,186,63,8,7,50,98,10
"IGSF23",4,1,7,0,0,0,0,2,0,41,0,10,1,0,9,0,0,6,0,0,0,0,0,0,0,0
"CTB-171A8.1",15,31,7,13,19,20,5,20,20,46,24,26,9,2,15,6,52,291,78,307,24,2,12,28,44,1
"PVR",73,177,249,245,233,22,13,153,182,664,692,590,168,6,99,5,52,656,312,239,158,8,24,20,122,21
"CEACAM19",24,93,79,15,64,4,3,7,34,200,20,45,68,1,16,0,7,146,24,29,18,1,4,10,89,0
"BCL3",688,802,487,1406,1735,220,78,1557,1746,2671,1853,1409,587,97,546,30,458,4248,7978,1208,850,90,230,734,2750,103
"CBLC",98,312,466,0,276,19,8,237,740,945,0,1064,327,0,84,2,354,555,1011,192,0,30,48,174,614,0
"BCAM",846,1246,230,556,3834,808,92,813,4810,7866,1668,741,36,146,513,79,6818,37362,5454,12338,1984,330,579,3746,9658,39
"PVRL2",1107,1686,676,2680,3366,218,244,2273,4144,6529,4309,2332,880,123,787,251,4691,10226,9579,9564,1480,240,428,1959,3272,71
"CTB-129P6.4",14,1,3,8,9,8,0,17,17,21,6,6,3,1,2,0,19,26,23,20,2,0,9,7,11,4
